kepid,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2
1717722,K03145.01,2,CANDIDATE,1.0,4.53702121,13.821157999999999,1.66,0.19,-0.11,0.022053,0.005258,-0.002031
1717722,K03145.02,3,CANDIDATE,0.858,0.9773114890000001,12.243107,1.06,0.12,-0.07,0.014052,0.001004,-0.00066
10908248,K03146.01,1,CANDIDATE,0.768,39.859505,11.966513,1.62,0.25,-0.31,0.011483,0.00044699999999999997,-0.0008759999999999999
7534267,K03147.01,1,CANDIDATE,0.997,39.4420781,11.937948,2.51,0.4,-0.62,0.012062999999999999,0.00041,-0.000789
10611420,K03148.01,1,FALSE POSITIVE,0.014,11.50528603,10.556701,1.83,0.56,-0.22,0.015153,0.000974,-0.0009480000000000001
8121310,K00317.01,1,CANDIDATE,0.999,22.20809549,53.278521999999995,3.02,0.53,-0.28,0.019714,0.00028900000000000003,-0.000124
10030778,K03265.01,1,FALSE POSITIVE,0.0,29.47316279,165.75145,48.98,15.18,-4.75,0.5000760000000001,0.11448399999999999,-0.24976199999999998
8826007,K03266.01,1,CANDIDATE,0.99,54.5091549,14.125189,1.94,0.18,-0.16,0.029481999999999998,0.001373,-0.007308
8620402,K03267.01,1,CANDIDATE,1.0,14.1959621,11.448122,1.66,0.54,-0.18,0.014102000000000002,0.002968,-0.001379
8379021,K03268.01,1,CANDIDATE,1.0,11.52482874,13.620056,22.56,5.38,-2.91,0.23156999999999997,72.67908,-8.201804
8104030,K03269.01,1,FALSE POSITIVE,0.0,46.84008579,149.6703,428.62,123.9,-82.47,3.720483,66.33291,-1.3992
6612327,K03270.01,1,FALSE POSITIVE,0.0,21.993112,62.200511999999996,23.21,3.04,-2.05,0.284532,52.11315,-0.070199
9724984,K00325.01,1,FALSE POSITIVE,0.0,7.86335883,78.21709399999999,7.84,1.17,-2.55,0.037513,0.188417,-0.010936
8081239,K03352.01,1,CANDIDATE,0.998,10.35857039,12.548059,1.68,0.5,-0.22,0.015084,0.0008560000000000001,-0.0006129999999999999
7091432,K03353.01,1,CANDIDATE,1.0,11.55532445,14.371882000000001,1.7,0.21,-0.18,0.019441,0.00033999999999999997,-0.005256
9845909,K03354.01,1,CANDIDATE,0.937,11.570600500000001,7.8654885,1.33,0.35,-0.16,0.013484000000000001,0.000643,-0.0012640000000000001
9221528,K03355.01,1,CANDIDATE,0.999,16.2953228,11.509083,1.6,0.51,-0.22,0.014431999999999999,0.000215,-0.001333
6368230,K03356.01,1,CANDIDATE,0.996,26.0841212,12.720123,1.35,0.41,-0.1,0.014818000000000001,0.000782,-0.000743
7115291,K03357.01,1,FALSE POSITIVE,0.0,52.802767576,1409.5593,75.82,22.13,-8.83,0.770634,0.167205,-0.10772000000000001
10285631,K00331.02,2,CANDIDATE,0.881,10.52286678,7.7277584,23.26,3.66,-5.49,0.13197,69.20965,-0.112427
4282191,K03439.01,1,CANDIDATE,0.998,41.7084063,15.734998000000001,2.19,0.63,-0.27,0.017621,0.0028940000000000003,-0.000953
3559860,K03440.01,1,FALSE POSITIVE,0.179,33.025717900000004,11.127428,2.21,0.36,-0.12,0.020422,0.001199,-0.0012029999999999999
3559860,K03440.02,2,FALSE POSITIVE,0.094,58.940568999999996,7.3940779999999995,2.48,0.41,-0.14,0.022938,0.000701,-0.002604
10651945,K03441.01,1,FALSE POSITIVE,0.0,25.366990665,3024.5012,56.02,19.09,-6.35,0.500955,0.007188,-0.009364
9837586,K03442.01,1,FALSE POSITIVE,0.0,20.73376301,142.66794,54.58,0.0,0.0,0.499783,0.290181,-0.150513
7288306,K03443.01,1,CANDIDATE,0.985,96.169569,17.212970000000002,2.07,0.33,-0.14,0.026983999999999998,0.001402,-0.0008
10587105,K00339.01,1,CANDIDATE,1.0,1.980356674,52.94112,2.1,0.35,-0.31,0.016184999999999998,0.001475,-0.000916
4824268,K03533.01,1,FALSE POSITIVE,0.0,152.15144795,3395.6633,53.89,17.44,-5.83,0.498993,0.091239,-0.012778
6431670,K03534.01,1,FALSE POSITIVE,0.0,29.911334059,3602.28,47.83,7.54,-3.47,0.6221260000000001,0.004731,-0.00629
7376500,K03535.01,1,FALSE POSITIVE,0.0,5.877122485,8608.961,125.68,79.72,-71.71,0.632037,0.010601000000000001,-0.009295999999999999
7987086,K03536.01,1,FALSE POSITIVE,0.0,156.51657398,2722.2307,61.44,17.63,-10.31,0.519054,0.037142,-0.042162
7374746,K03537.01,1,FALSE POSITIVE,0.0,1.366946478,13049.263,43.45,6.03,-4.82,0.5256390000000001,0.018229,-0.015335
8668810,K03538.01,1,FALSE POSITIVE,0.0,313.09275066,3772.7717,47.52,4.59,-4.59,0.646575,0.00299,-0.002568
11074541,K00345.01,1,CANDIDATE,1.0,29.88487723,106.15765,2.81,0.12,-0.19,0.034344,0.000123,-0.0023
8299947,K03631.01,1,FALSE POSITIVE,0.0,2.682767439,1816.9331,70.67,0.0,0.0,0.647193,0.006732999999999999,-0.007462999999999999
3335813,K03632.01,1,FALSE POSITIVE,0.0,3.711012492,848.8877,46.24,15.15,-6.5,0.379062,0.129167,-0.148551
11858741,K03633.01,1,FALSE POSITIVE,0.0,1.780982447,1986.1531,60.45,0.0,0.0,0.5535899999999999,0.001704,-0.000959
6363494,K03634.01,1,FALSE POSITIVE,0.0,1.815632406,4258.92,108.78,37.08,-37.09,0.413671,0.085654,-0.044511
3327992,K03635.01,1,FALSE POSITIVE,0.0,2.115511511,1857.7231,36.16,1.75,-3.23,0.500992,4.478606,-0.328694
5649206,K03636.01,1,FALSE POSITIVE,0.0,2.446736567,2132.9998,71.52,0.0,0.0,0.654961,0.0046619999999999995,-0.004315
5193384,K03637.01,1,FALSE POSITIVE,0.0,21.3779536,742.61383,173.18,45.18,-24.36,0.45518500000000006,0.003007,-0.003011
6973796,K03726.01,1,FALSE POSITIVE,0.0,115.99433640000001,245.62495,13.66,0.57,-1.25,0.17013499999999998,0.003693,-0.001291
7515679,K03728.01,1,FALSE POSITIVE,0.0,5.546083089,154.73193,22.27,2.2,-12.5,0.050506,0.001074,-0.006259000000000001
9674592,K03729.01,2,FALSE POSITIVE,0.0,6.87366398,304.21152,12.01,2.87,-1.03,0.136634,1.303113,-0.022313
9674592,K03729.02,1,FALSE POSITIVE,0.0,6.87366412,304.55658,,,,,,
10879213,K03730.01,1,FALSE POSITIVE,0.0,0.668483494,1359.3583,138.76,0.0,0.0,1.270693,0.086626,-0.074523
5650314,K03731.01,1,FALSE POSITIVE,0.086,1.070272827,577.5421,28.73,3.17,-1.93,0.402965,0.255156,-0.156604
8302302,K03732.01,1,FALSE POSITIVE,0.0,1.135930136,2119.8972,52.05,15.82,-5.29,0.49963,0.110071,-0.074662
3545478,K00366.01,1,CANDIDATE,0.953,75.1122132,235.89645,23.23,2.46,-5.74,0.063426,0.000231,-0.00032900000000000003
4820550,K03823.01,1,CANDIDATE,1.0,202.1168173,55.807869999999994,5.8,0.72,-0.34,0.057885,0.000834,-0.0022170000000000002
6516874,K03824.01,1,FALSE POSITIVE,0.0,0.9163266990000001,803.92737,50.7,15.65,-5.22,0.47764799999999996,0.05458,-0.034437
5467113,K03825.01,1,FALSE POSITIVE,0.0,2.845746618,3708.9365,135.99,34.68,-64.4,0.701174,0.001289,-0.001813
8240123,K03826.01,1,FALSE POSITIVE,0.0,2.30120705,98.99085,28.64,8.35,-2.63,0.30854000000000004,0.115397,-0.08122
10031907,K03828.01,1,FALSE POSITIVE,0.0,8.58965725,67.17444,27.86,8.25,-2.18,0.286052,4.183987999999999,-0.102958
4474637,K03829.01,1,FALSE POSITIVE,0.0,3.886730304,2454.2456,61.58,0.0,0.0,0.5638989999999999,0.001556,-0.0012490000000000001
1433980,K03924.01,1,FALSE POSITIVE,0.0,1.5926341609999999,3630.369,100.2,27.04,-33.04,0.519012,0.007931,-0.008032
10788461,K03925.01,1,CANDIDATE,1.0,9.2075634,28.964091999999997,5.5,1.45,-1.44,0.038689,3.2e-05,-0.006436
10788461,K03925.02,2,CANDIDATE,1.0,2.5903958,13.11783,2.55,0.67,-0.66,0.017943999999999998,0.004811,-0.001507
10788461,K03925.03,3,CANDIDATE,0.999,5.3235335,10.384745,2.69,0.7,-0.71,0.018890999999999998,0.0062640000000000005,-0.0022170000000000002
11667548,K03926.01,1,FALSE POSITIVE,0.0,0.831741499,21.833668,41.62,13.72,-4.57,0.334314,0.7677069999999999,-0.160212
8868649,K03927.01,1,FALSE POSITIVE,0.0,4.44737112,25.984766,2.06,0.55,-0.36,0.019271,0.265162,-0.012957
4242692,K03928.01,1,CANDIDATE,0.997,1.138548215,25.864851,1.45,0.29,-0.45,0.007741,0.001675,-0.00020899999999999998
4929299,K04018.01,1,FALSE POSITIVE,0.0,0.868723418,18.56189,1.87,0.55,-0.37,0.016375999999999998,0.00015800000000000002,-0.003296
7038096,K04020.01,1,FALSE POSITIVE,0.0,0.566803149,9.516392,1.93,0.53,-0.23,0.016134,0.30642600000000003,-0.0068390000000000005
11967788,K04021.01,1,CANDIDATE,0.848,7.23531329,18.60213,1.53,0.27,-0.23,0.009843000000000001,0.000469,-0.000546
11967788,K04021.02,2,CANDIDATE,0.994,4.93211932,13.970231,1.02,0.18,-0.15,0.00655,0.000607,-0.000495
7733731,K04022.01,1,CANDIDATE,0.999,4.85819429,18.838116,2.04,0.34,-0.74,0.008031,0.00026000000000000003,-0.000266
6862332,K04023.01,1,FALSE POSITIVE,0.0,119.0192648,22.74429,4.44,1.19,-0.42,0.044969,6.7e-05,-0.004889
10714072,K04024.01,1,CANDIDATE,0.988,8.40693068,14.975676000000002,1.95,0.73,-0.89,0.011643,0.001334,-0.001165
5513857,K04119.01,1,FALSE POSITIVE,0.0,0.755101928,13.857493,0.91,0.18,-0.1,0.010157,0.000278,-0.000676
9700449,K04120.01,1,CANDIDATE,0.965,110.46174599999999,11.92839,1.93,0.64,-0.21,0.016738999999999997,0.000559,-0.001075
6349881,K04121.01,1,CANDIDATE,0.995,198.088873,16.278463000000002,3.24,0.34,-0.38,0.030610000000000002,0.007944,-0.002107
9851970,K04122.01,1,FALSE POSITIVE,0.0,1.08193721,12.989894999999999,0.77,0.07,-0.08,0.009584,0.000534,-0.0005480000000000001
6140059,K04123.01,1,CANDIDATE,1.0,44.6226725,14.903932000000001,1.73,0.5,-0.35,0.012823,0.0004,-0.0023
9099950,K04125.01,1,FALSE POSITIVE,0.0,1.1113624420000001,17.301676,2.86,0.55,-1.01,0.011356999999999999,0.125313,-0.0045
9272070,K04126.01,1,CANDIDATE,1.0,8.10503551,14.54065,1.45,0.47,-0.15,0.013451,0.000538,-0.000617
5196864,K02695.01,1,CANDIDATE,1.0,2.50343279,42.00673,20.23,2.7,-2.43,0.220575,46.408809999999995,-0.237627
11071200,K02696.01,1,CANDIDATE,0.996,96.4562198,39.718987,9.1,1.63,-3.03,0.030816000000000003,0.002288,-0.0020829999999999998
11071200,K02696.02,2,CANDIDATE,0.992,44.5643831,21.775496,5.8,1.04,-1.93,0.019632,0.001142,-0.002159
6627507,K02697.01,1,FALSE POSITIVE,0.0,7.37453336,25.19869,87.08,13.87,-30.05,0.159773,18.558120000000002,-0.083922
5128673,K02698.01,1,CANDIDATE,0.95,87.97242270000001,43.503696000000005,3.39,0.52,-0.52,0.026755,0.00061,-0.000293
6690836,K02699.01,1,CANDIDATE,1.0,0.568874717,32.669709999999995,1.49,0.24,-0.11,0.017496,0.000585,-0.00038500000000000003
8639908,K02700.01,1,CANDIDATE,1.0,0.910020582,34.683414,1.12,0.11,-0.11,0.019204,0.000172,-0.0021260000000000003
6346809,K02775.01,1,CANDIDATE,1.0,17.57704569,17.63702,27.21,6.98,-3.74,0.27658,6.7813289999999995,-0.007175
4275117,K02776.01,1,FALSE POSITIVE,0.0,1.00652785,14.789311999999999,1.03,0.3,-0.1,0.010575,0.000185,-0.00074
6545051,K02777.01,1,FALSE POSITIVE,0.0,1.99566293,18.140957,1.11,0.16,-0.09,0.013184999999999999,0.00387,-0.000719
7769819,K02778.01,1,CANDIDATE,1.0,2.21571296,17.881384,1.7,0.36,-0.25,0.017228999999999998,0.002531,-0.002032
11874577,K02779.01,1,CANDIDATE,0.998,34.4585495,19.588993,1.88,0.53,-0.17,0.019948,0.002927,-0.0009109999999999999
12164564,K02780.01,1,CANDIDATE,0.996,3.35184041,18.348112,1.88,0.6,-0.19,0.017093999999999998,0.0008,-0.00055
8190354,K02781.01,1,FALSE POSITIVE,0.0,1.615758517,17.324373,1.31,0.32,-0.36,0.005939,0.000239,-0.000268
3957082,K02864.01,1,FALSE POSITIVE,0.001,3.77881664,16.157675,3.99,0.1,-1.92,0.006587999999999999,0.001415,-0.000286
8681833,K02865.01,1,CANDIDATE,0.982,1.3115589090000002,15.153018,1.15,0.35,-0.12,0.010897,0.000487,-0.0005070000000000001
4138951,K02866.01,1,CANDIDATE,0.99,1.291233083,13.147720999999999,0.89,0.26,-0.11,0.007518,0.000462,-0.000246
9899181,K02867.01,1,FALSE POSITIVE,0.0,1.332560553,20.226822,0.4,0.02,-0.02,0.005094,0.000132,-0.00024700000000000004
9899181,K02867.02,2,FALSE POSITIVE,0.0,18.936061,9.439786999999999,0.34,0.03,-0.01,0.004418,0.000161,-0.00028900000000000003
8884274,K02868.01,1,CANDIDATE,1.0,10.65275054,15.265494,2.2,0.49,-0.19,0.024669,0.001415,-0.00082
7767162,K02869.01,1,CANDIDATE,1.0,3.30040818,14.801851999999998,1.43,0.26,-0.19,0.009123000000000001,0.000386,-0.000368
4571536,K02954.01,1,FALSE POSITIVE,0.0,0.676715927,11.980936,1.29,0.18,-0.13,0.016128,0.001796,-0.0015869999999999999
5108946,K02955.01,1,FALSE POSITIVE,0.0,0.5912801870000001,16.169512,1.3,0.42,-0.14,0.01087,0.000306,-0.000583
8801316,K02956.01,1,CANDIDATE,1.0,3.93766786,11.470975,1.36,0.16,-0.37,0.004548,0.000166,-0.000233
10904004,K02957.01,1,CANDIDATE,0.908,4.64490141,9.897532,0.76,0.03,-0.04,0.009096,0.000723,-0.000496
10597693,K02958.01,1,CANDIDATE,1.0,31.608437100000003,14.320765,1.89,0.61,-0.2,0.016769,0.0008470000000000001,-0.000602
7466270,K02959.01,1,CANDIDATE,0.782,16.1558656,15.271056,2.04,0.14,-0.18,0.035167000000000004,0.03142,-0.010555
10876237,K02960.01,1,FALSE POSITIVE,0.0,1.465943491,12.934267,1.6,0.31,-0.57,0.006690000000000001,0.000373,-0.000271
7050989,K00312.02,2,CANDIDATE,0.998,16.39926461,44.75613,1.94,0.34,-0.26,0.013613,0.000391,-0.00023700000000000001
7281454,K03055.01,1,FALSE POSITIVE,0.0,0.566805887,10.42666,0.08,0.0,-0.01,0.001289,0.0,0.0
7216284,K03056.01,1,CANDIDATE,0.972,6.69958851,11.795227,1.24,0.22,-0.09,0.01426,0.0009400000000000001,-0.000711
3234843,K03057.01,1,CANDIDATE,0.997,29.727220000000003,16.292034,3.02,0.91,-0.29,0.031506,0.005940999999999999,-0.002502
3234843,K03057.02,2,CANDIDATE,1.0,10.61368712,16.158089999999998,2.06,0.63,-0.19,0.021552,0.001085,-0.000688
8192911,K03058.01,1,FALSE POSITIVE,0.0,7.53887442,12.149776,1.33,0.14,-0.12,0.018224,0.006162,-0.00146
10554967,K03059.01,1,FALSE POSITIVE,0.0,0.53633519,12.38654,1.81,0.44,-0.14,0.019776,0.00029,-0.001078
6504534,K03152.01,1,FALSE POSITIVE,0.0,28.162612575,1278.7318,23.52,1.95,-2.35,0.283033,0.051019999999999996,-0.027012
6307062,K03153.01,1,FALSE POSITIVE,0.0,75.378956896,7238.858,58.76,10.36,-4.8,0.697893,0.0007700000000000001,-0.000984
5217733,K03155.01,1,FALSE POSITIVE,0.0,161.2529031,129.59291000000002,59.07,27.44,-11.79,0.28925100000000004,0.000365,-0.000576
4150611,K03156.01,4,CANDIDATE,1.0,0.761119678,34.07148,27.81,6.87,-11.17,0.169655,20.74624,-0.127478
4150611,K03156.02,5,FALSE POSITIVE,0.0,1.4342003269999999,22.960577,44.76,11.06,-17.98,0.273064,1.460546,-0.165185
4150611,K03156.03,1,FALSE POSITIVE,0.0,8.653098686,445.83286,77.15,19.07,-30.99,0.47069300000000003,0.061923,-0.058237
4150611,K03156.04,3,FALSE POSITIVE,0.0,94.212787,282.77557,35.89,8.87,-14.42,0.218937,62.93074,-0.08466699999999999
7285757,K03271.01,1,CANDIDATE,0.963,19.548966600000004,11.059722,1.89,0.35,-0.15,0.023621,0.004997,-0.003101
7285757,K03271.02,2,CANDIDATE,1.0,7.41834569,9.0123415,1.12,0.21,-0.09,0.014013999999999999,0.000825,-0.0009310000000000001
4948730,K03272.01,1,FALSE POSITIVE,0.0,23.0295222,28.107640999999997,20.81,6.1,-2.6,0.198709,59.677080000000004,-1.017667
5211922,K03273.01,1,FALSE POSITIVE,0.0,27.6853358,51.554775,3.11,0.39,-0.19,0.044610000000000004,0.0006450000000000001,-0.006509999999999999
5280587,K03274.01,1,CANDIDATE,0.997,35.6225528,15.579355,2.24,0.59,-0.2,0.023364,0.001727,-0.0016589999999999999
5303346,K03275.01,1,FALSE POSITIVE,0.0,37.32483952,192.70526,30.32,4.68,-2.73,0.351452,42.02102,-0.07675599999999999
3858879,K03276.01,1,FALSE POSITIVE,0.0,25.951984,93.7909,36.8,9.5,-3.37,0.322212,5.937644000000001,-0.023983
4263529,K03358.01,1,CANDIDATE,1.0,10.10404351,47.393806,4.05,0.91,-0.39,0.04465,0.001947,-0.0107
10711551,K03359.01,1,FALSE POSITIVE,0.0,10.692230094,9157.428,65.42,20.3,-6.74,0.6366649999999999,0.0028829999999999997,-0.003198
7866921,K03360.01,1,FALSE POSITIVE,0.0,91.4999978,1155.9072,21.86,3.17,-1.95,0.258662,0.000531,-0.000653
6619815,K03361.01,1,CANDIDATE,0.484,65.94078689999999,16.05288,2.33,0.64,-0.28,0.02222,0.000917,-0.0009449999999999999
3098197,K03362.01,1,FALSE POSITIVE,0.0,30.47639859,2849.2102,43.01,9.95,-3.33,0.500513,0.047036,-0.035563
11651712,K03363.01,1,CANDIDATE,0.997,14.53260546,23.430363,1.69,0.51,-0.17,0.016627,0.00062,-0.000368
11081512,K03364.01,1,FALSE POSITIVE,0.134,15.739765099999998,9.322830999999999,1.18,0.09,-0.12,0.014953999999999999,0.00115,-0.001021
5384713,K03444.01,3,CANDIDATE,1.0,12.67143692,10.152113,0.76,0.04,-0.06,0.013071000000000001,0.00099,-0.00046100000000000004
5384713,K03444.02,1,FALSE POSITIVE,0.0,60.32668824,59.158527,4.98,0.28,-0.36,0.086168,24.168039999999998,-0.02259
5384713,K03444.03,2,CANDIDATE,0.977,2.63595435,11.416978,0.5,0.03,-0.04,0.008651,0.0007440000000000001,-0.00074
5384713,K03444.04,5,FALSE POSITIVE,0.0,14.1502311,8.034173,0.74,0.05,-0.05,0.012874000000000002,0.001333,-0.001005
11860395,K03445.01,1,CANDIDATE,0.861,82.303914,16.528004,4.47,0.65,-0.98,0.028716000000000002,0.003718,-0.004266
2852528,K03446.01,1,FALSE POSITIVE,0.0,11.9615433,11.281433,2.24,0.64,-0.23,0.019583,0.00043799999999999997,-0.00179
3348216,K03448.01,1,CANDIDATE,0.982,32.510844,11.923062,2.62,0.44,-0.39,0.017696,0.000773,-0.001175
8868907,K03539.01,1,FALSE POSITIVE,0.0,157.32263943,1935.9791,56.66,17.87,-5.96,0.524595,0.03868,-0.03795
8868364,K03541.01,1,CANDIDATE,0.45,421.42848194,2353.8933,54.16,15.22,-18.58,0.29038600000000003,9.4e-05,-9.6e-05
3964545,K03542.01,1,FALSE POSITIVE,0.0,3.012476415,8185.3516,58.77,17.24,-11.5,0.49468900000000005,0.188614,-0.021425
9656397,K03543.01,1,FALSE POSITIVE,0.0,204.74104758,6095.637,97.39,29.69,-19.81,0.619359,0.002657,-0.005164
3735629,K03544.01,1,FALSE POSITIVE,0.0,4.664186517,6682.481,278.81,94.57,-175.6,0.713388,0.003948,-0.004832
8244173,K03545.01,1,FALSE POSITIVE,0.0,1.0920663990000001,15114.678,40.74,3.32,-3.32,0.64771,0.005609,-0.0070290000000000005
7287391,K03546.01,1,FALSE POSITIVE,0.0,4.286103033,5723.9014,25.8,2.1,-2.92,0.399778,0.002205,-0.003082
5181804,K03638.01,1,FALSE POSITIVE,0.0,4.350460215,1089.3527,533.08,152.8,-125.0,3.4475269999999996,44.25175,-0.08678
10491544,K03639.01,1,FALSE POSITIVE,0.0,22.77194512,916.9888,251.93,147.2,-67.93,0.500445,0.076776,-0.165509
11442793,K00351.05,7,CANDIDATE,0.999,8.71980135,14.123185999999999,1.53,0.25,-0.2,0.011679,0.000295,-0.00047300000000000006
8052474,K03640.01,1,FALSE POSITIVE,0.0,245.43820209999998,571.74677,19.17,5.21,-3.47,0.17732799999999999,0.016027,-0.014303999999999999
3534118,K03641.01,1,FALSE POSITIVE,0.0,178.41298989999999,616.24414,33.24,5.85,-3.59,0.265158,0.064342,-0.031619
3534118,K03641.02,2,FALSE POSITIVE,0.0,178.44973004,10.351632,,,,,,
2441161,K03642.01,1,FALSE POSITIVE,0.0,2.192004364,1443.7096,37.56,5.91,-2.51,0.500675,0.131526,-0.098454
9655858,K03733.01,1,FALSE POSITIVE,0.0,31.43284649,231.59431,57.21,0.0,0.0,0.523932,0.48836499999999994,-0.10505199999999999
10275880,K03734.01,1,FALSE POSITIVE,0.0,9.72675447,655.1379400000001,995.22,188.6,-350.1,3.7459029999999998,1.537544,-0.541274
11621223,K00355.01,1,CANDIDATE,1.0,4.903321801000001,70.7743,2.37,0.39,-0.36,0.016694999999999998,0.000344,-0.000194
2166200,K03735.01,1,FALSE POSITIVE,0.0,8.096939227,327.84207000000004,68.48,19.41,-15.89,0.442225,0.21608400000000003,-0.077813
3547315,K03736.01,1,FALSE POSITIVE,0.0,0.64234865,857.9018,25.76,5.12,-2.77,0.29825,0.836817,-0.065915
6933781,K03737.01,1,FALSE POSITIVE,0.0,130.4194187,146.04045,57.51,12.57,-18.84,0.312575,60.09632,-0.11150299999999999
5478083,K03738.01,1,FALSE POSITIVE,0.0,15.85231085,550.229,679.44,0.0,0.0,6.221997,25.802039999999998,-0.32701199999999997
10676927,K03830.01,1,FALSE POSITIVE,0.0,1.031100362,689.0536,27.35,5.71,-2.44,0.333032,7e-05,-0.004861
5649836,K03831.01,1,FALSE POSITIVE,0.0,0.597933142,1226.3086,63.46,0.0,0.0,0.581098,0.004536999999999999,-0.004775
7620660,K03832.01,1,FALSE POSITIVE,0.0,5.36652724,64.5447,7.97,2.36,-0.79,0.085983,5.884488,-0.019846000000000003
8435232,K03833.01,1,FALSE POSITIVE,0.0,49.5740154,55.1036,5.01,0.53,-0.79,0.087107,0.000442,-0.001036
4815520,K00367.01,1,CANDIDATE,0.998,31.578651216,289.96722,4.52,0.68,-0.36,0.041835000000000004,0.00045,-0.000136
3836399,K03834.01,1,FALSE POSITIVE,0.0,1.540392098,116.30082,17.63,1.51,-1.68,0.22301100000000001,1.543649,-0.042626
2581554,K03835.01,1,CANDIDATE,0.995,47.1484324,57.13514300000001,2.58,0.14,-0.13,0.032227,0.004567,-0.00216
8781480,K03929.01,1,FALSE POSITIVE,0.0,121.0598037,31.867895,1680.99,83.62,-334.4,0.253653,71.05529,-2.975971
11607176,K03930.01,1,FALSE POSITIVE,0.0,3.28274272,24.32057,1.85,0.46,-0.19,0.020689,0.000178,-0.00038500000000000003
10661718,K03931.01,1,FALSE POSITIVE,0.0,1.2313619340000002,25.113312,2.93,0.81,-0.5,0.026429,0.001116,-0.000705
12643589,K00376.01,1,FALSE POSITIVE,0.0,44.14599042,92.98225,121.48,39.43,-13.18,0.965649,69.59071,-1.2350290000000002
6137681,K03932.01,1,FALSE POSITIVE,0.0,356.535835,26.491173,28.27,3.96,-3.24,0.345194,78.00309,-6.492882
11244682,K03933.01,1,CANDIDATE,1.0,3.490785878,20.017912,1.32,0.23,-0.1,0.016727000000000002,0.000583,-0.000392
9655419,K03934.01,1,FALSE POSITIVE,0.0,1.92149487,27.289507,79.14,24.16,-24.16,0.322515,40.07079,-0.12641
10992011,K04025.01,1,FALSE POSITIVE,0.0,0.974479091,20.374414,1.19,0.11,-0.13,0.013336,0.00057,-0.000504
4067110,K04026.01,1,FALSE POSITIVE,0.0,0.7351464129999999,17.122849,168.34,38.81,-97.02,0.20734299999999997,0.066813,-0.159574
8694309,K04027.01,1,FALSE POSITIVE,0.0,0.827351796,17.308854999999998,0.9,0.21,-0.25,0.006298,2.9999999999999997e-05,-0.00037999999999999997
3446746,K00385.01,1,CANDIDATE,1.0,13.14496741,33.60837,1.59,0.16,-0.13,0.016418000000000002,0.0020559999999999997,-0.00074
7818447,K04028.01,2,FALSE POSITIVE,0.0,0.618952198,142.41026000000002,4.96,0.0,0.0,0.391534,0.152989,-0.094034
11569475,K04029.01,2,FALSE POSITIVE,0.0,1.31723412,18.490742,125.56,7.97,-71.64,0.095187,0.237556,-0.054428
9551430,K04030.01,1,FALSE POSITIVE,0.0,7.7553808,21.433395,22.2,4.14,-2.55,0.265403,0.9992110000000001,-0.020625
5088400,K04127.01,1,CANDIDATE,0.991,8.82715783,13.88664,1.67,0.23,-0.06,0.017452000000000002,0.001208,-0.001196
4669402,K04128.01,1,FALSE POSITIVE,0.0,143.196381,16.925945000000002,6.64,1.76,-1.29,0.057329,6.703309,-0.031396
3964109,K00393.01,1,CANDIDATE,1.0,21.41624083,33.557359999999996,2.09,0.38,-0.23,0.01625,0.00047000000000000004,-0.00025499999999999996
11970988,K04129.01,1,CANDIDATE,1.0,2.31482311,12.594292,0.69,0.15,-0.1,0.006843999999999999,0.00045700000000000005,-0.000328
10858803,K04130.01,1,FALSE POSITIVE,0.0,0.952374508,14.453145999999998,1.13,0.05,-0.12,0.012572,0.000545,-0.00025699999999999996
6129694,K04131.01,1,FALSE POSITIVE,0.0,0.936751792,14.388791000000001,2.07,0.35,-0.81,0.006508,0.000746,-0.0018969999999999998
7601918,K04133.01,1,FALSE POSITIVE,0.0,0.621361411,12.552448,1.12,0.26,-0.31,0.0062,0.00013700000000000002,-0.000307
5481148,K02701.01,1,FALSE POSITIVE,0.0,22.023514000000002,36.48498,4.79,1.48,-0.49,0.04685,0.010879999999999999,-0.010434
6307063,K02702.01,1,FALSE POSITIVE,0.0,75.378004,21.453985,3.82,0.59,-0.44,0.032476,59.913940000000004,-0.009719
5871985,K02703.01,1,CANDIDATE,1.0,213.258526,28.472113,2.72,0.24,-0.22,0.039057999999999995,0.0017289999999999999,-0.000802
5695396,K00283.02,2,CANDIDATE,0.983,25.517274399999998,10.622858,0.83,0.12,-0.08,0.0074719999999999995,0.000365,-0.000436
9730163,K02704.01,1,CANDIDATE,1.0,4.8712236639999995,41.95647,1.56,0.7,-0.23,0.07943099999999999,0.008687,-0.0071790000000000005
9730163,K02704.02,2,CANDIDATE,0.939,2.9841577110000004,19.508406,0.92,0.42,-0.14,0.046896,0.0011099999999999999,-0.003045
11453592,K02705.01,1,CANDIDATE,1.0,2.8867624,35.076653,1.24,0.17,-0.2,0.029146,0.001064,-0.006174
10275805,K02782.01,1,FALSE POSITIVE,0.0,112.64596100000001,21.566843,35.36,11.02,-3.43,0.326725,7.323798,-0.346439
5709889,K02783.01,1,CANDIDATE,1.0,0.526887517,14.141129500000002,0.58,0.03,-0.05,0.010209999999999999,0.000616,-0.00029
9592705,K00288.01,1,CANDIDATE,1.0,10.27532513,63.530613,3.04,0.15,-0.21,0.013362,0.000174,-0.000244
3119256,K02784.01,1,FALSE POSITIVE,0.0,4.14244748,17.476732000000002,1.82,0.31,-0.67,0.007838,0.000304,-0.000566
